/usr/bin/java -Xmx64G -XX:MaxDirectMemorySize=64G -classpath /root/YCSB/conf:/root/YCSB/core/target/core-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/rocksdb-binding-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/dependency/HdrHistogram-2.1.4.jar:/root/YCSB/rocksdb/target/dependency/animal-sniffer-annotations-1.19.jar:/root/YCSB/rocksdb/target/dependency/annotations-4.1.1.4.jar:/root/YCSB/rocksdb/target/dependency/checker-compat-qual-2.5.5.jar:/root/YCSB/rocksdb/target/dependency/error_prone_annotations-2.4.0.jar:/root/YCSB/rocksdb/target/dependency/failureaccess-1.0.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-api-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-context-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-core-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-netty-shaded-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-lite-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-stub-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/gson-2.8.6.jar:/root/YCSB/rocksdb/target/dependency/guava-30.0-android.jar:/root/YCSB/rocksdb/target/dependency/htrace-core4-4.1.0-incubating.jar:/root/YCSB/rocksdb/target/dependency/j2objc-annotations-1.3.jar:/root/YCSB/rocksdb/target/dependency/jcip-annotations-1.0.jar:/root/YCSB/rocksdb/target/dependency/jsr305-3.0.2.jar:/root/YCSB/rocksdb/target/dependency/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/root/YCSB/rocksdb/target/dependency/perfmark-api-0.23.0.jar:/root/YCSB/rocksdb/target/dependency/proto-google-common-protos-2.0.1.jar:/root/YCSB/rocksdb/target/dependency/protobuf-java-3.12.0.jar:/root/YCSB/rocksdb/target/dependency/rocksdbjni-6.14.0.jar:/root/YCSB/rocksdb/target/dependency/slf4j-api-1.7.25.jar:/root/YCSB/rocksdb/target/dependency/slf4j-simple-1.7.25.jar site.ycsb.Client -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadc -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=2 -p status.interval=10000 -p target=120000 -threads 16
Command line: -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadc -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=2 -p status.interval=10000 -p target=120000 -threads 16
threadcount: 16
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
[Thread-5] INFO site.ycsb.db.rocksdb.RocksDBClient - RocksDB data dir: null
2025-08-17 08:24:42:091 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2025-08-17 08:24:52:068 10 sec: 120211 operations; 12021.1 current ops/sec; est completion in 1 hour 6 minutes [INSERT: Count=120223, Max=311039, Min=483, Avg=1277.82, 90=1593, 99=2373, 99.9=5219, 99.99=311039] 
2025-08-17 08:25:02:068 20 sec: 254584 operations; 13437.3 current ops/sec; est completion in 1 hour 2 minutes [INSERT: Count=134363, Max=10239, Min=505, Avg=1179.51, 90=1487, 99=2093, 99.9=3333, 99.99=9135] 
2025-08-17 08:25:12:069 30 sec: 385585 operations; 13100.1 current ops/sec; est completion in 1 hour 1 minute [INSERT: Count=131002, Max=8007, Min=465, Avg=1212.43, 90=1548, 99=2151, 99.9=3103, 99.99=7131] 
2025-08-17 08:25:22:069 40 sec: 515843 operations; 13025.8 current ops/sec; est completion in 1 hour 1 minute [INSERT: Count=130256, Max=13655, Min=476, Avg=1220.48, 90=1568, 99=2195, 99.9=3249, 99.99=11383] 
2025-08-17 08:25:32:071 50 sec: 652456 operations; 13661.3 current ops/sec; est completion in 1 hour [INSERT: Count=136624, Max=7203, Min=423, Avg=1165.96, 90=1478, 99=2065, 99.9=2909, 99.99=5543] 
2025-08-17 08:25:42:069 60 sec: 788196 operations; 13572.64 current ops/sec; est completion in 59 minutes [INSERT: Count=135730, Max=7303, Min=475, Avg=1171.83, 90=1485, 99=2093, 99.9=3187, 99.99=5459] 
2025-08-17 08:25:52:068 70 sec: 923099 operations; 13491.65 current ops/sec; est completion in 59 minutes [INSERT: Count=134902, Max=5419, Min=461, Avg=1180.81, 90=1499, 99=2085, 99.9=2915, 99.99=4323] 
2025-08-17 08:26:02:068 80 sec: 1058977 operations; 13587.8 current ops/sec; est completion in 59 minutes [INSERT: Count=135879, Max=7479, Min=474, Avg=1172.58, 90=1487, 99=2075, 99.9=2869, 99.99=5399] 
2025-08-17 08:26:12:069 90 sec: 1194986 operations; 13600.9 current ops/sec; est completion in 58 minutes [INSERT: Count=136008, Max=24367, Min=407, Avg=1170.49, 90=1481, 99=2040, 99.9=2665, 99.99=19919] 
2025-08-17 08:26:22:068 100 sec: 1331727 operations; 13674.1 current ops/sec; est completion in 58 minutes [INSERT: Count=136742, Max=7139, Min=440, Avg=1164.39, 90=1477, 99=2069, 99.9=2783, 99.99=5943] 
2025-08-17 08:26:32:068 110 sec: 1468367 operations; 13664 current ops/sec; est completion in 58 minutes [INSERT: Count=136640, Max=5307, Min=438, Avg=1166.19, 90=1483, 99=2057, 99.9=2787, 99.99=4715] 
2025-08-17 08:26:42:069 120 sec: 1603695 operations; 13532.8 current ops/sec; est completion in 57 minutes [INSERT: Count=135329, Max=5263, Min=473, Avg=1175.64, 90=1491, 99=2069, 99.9=2735, 99.99=4299] 
2025-08-17 08:26:52:068 130 sec: 1739963 operations; 13626.8 current ops/sec; est completion in 57 minutes [INSERT: Count=136266, Max=7175, Min=476, Avg=1169.15, 90=1485, 99=2049, 99.9=2721, 99.99=4711] 
2025-08-17 08:27:02:068 140 sec: 1875833 operations; 13587 current ops/sec; est completion in 57 minutes [INSERT: Count=135871, Max=6159, Min=380, Avg=1172.67, 90=1492, 99=2067, 99.9=2787, 99.99=4695] 
