
/usr/bin/java -Xmx64G -XX:MaxDirectMemorySize=64G -classpath /root/YCSB/conf:/root/YCSB/core/target/core-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/rocksdb-binding-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/dependency/HdrHistogram-2.1.4.jar:/root/YCSB/rocksdb/target/dependency/animal-sniffer-annotations-1.19.jar:/root/YCSB/rocksdb/target/dependency/annotations-4.1.1.4.jar:/root/YCSB/rocksdb/target/dependency/checker-compat-qual-2.5.5.jar:/root/YCSB/rocksdb/target/dependency/error_prone_annotations-2.4.0.jar:/root/YCSB/rocksdb/target/dependency/failureaccess-1.0.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-api-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-context-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-core-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-netty-shaded-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-lite-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-stub-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/gson-2.8.6.jar:/root/YCSB/rocksdb/target/dependency/guava-30.0-android.jar:/root/YCSB/rocksdb/target/dependency/htrace-core4-4.1.0-incubating.jar:/root/YCSB/rocksdb/target/dependency/j2objc-annotations-1.3.jar:/root/YCSB/rocksdb/target/dependency/jcip-annotations-1.0.jar:/root/YCSB/rocksdb/target/dependency/jsr305-3.0.2.jar:/root/YCSB/rocksdb/target/dependency/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/root/YCSB/rocksdb/target/dependency/perfmark-api-0.23.0.jar:/root/YCSB/rocksdb/target/dependency/proto-google-common-protos-2.0.1.jar:/root/YCSB/rocksdb/target/dependency/protobuf-java-3.12.0.jar:/root/YCSB/rocksdb/target/dependency/rocksdbjni-6.14.0.jar:/root/YCSB/rocksdb/target/dependency/slf4j-api-1.7.25.jar:/root/YCSB/rocksdb/target/dependency/slf4j-simple-1.7.25.jar site.ycsb.Client -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadb -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=3 -p status.interval=1000 -p target=100000 -threads 4
Command line: -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadb -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=3 -p status.interval=1000 -p target=100000 -threads 4
threadcount: 4
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
[Thread-5] INFO site.ycsb.db.rocksdb.RocksDBClient - RocksDB data dir: null
2025-04-30 21:39:26:299 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2025-04-30 21:39:27:276 1 sec: 0 operations; est completion in 106751991167300 days 15 hours [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2025-04-30 21:39:28:276 2 sec: 150000 operations; 150000 current ops/sec; est completion in 6 minutes [INSERT: Count=151000, Max=636415, Min=55296, Avg=328803.18, 90=570367, 99=634879, 99.9=636415, 99.99=636415] 
2025-04-30 21:39:29:276 3 sec: 252000 operations; 102000 current ops/sec; est completion in 5 minutes [INSERT: Count=101000, Max=148607, Min=55008, Avg=91528.4, 90=112767, 99=134655, 99.9=148607, 99.99=148607] 
2025-04-30 21:39:30:276 4 sec: 352000 operations; 100000 current ops/sec; est completion in 5 minutes [INSERT: Count=100000, Max=130879, Min=51968, Avg=88535.68, 90=112895, 99=126143, 99.9=130879, 99.99=130879] 
2025-04-30 21:39:31:276 5 sec: 456000 operations; 104000 current ops/sec; est completion in 5 minutes [INSERT: Count=104000, Max=117567, Min=53024, Avg=81324.15, 90=107391, 99=116863, 99.9=117567, 99.99=117567] 
2025-04-30 21:39:32:276 6 sec: 553000 operations; 97000 current ops/sec; est completion in 5 minutes [INSERT: Count=97000, Max=126271, Min=47104, Avg=70171.22, 90=96319, 99=126271, 99.9=126271, 99.99=126271] 
2025-04-30 21:39:33:276 7 sec: 650000 operations; 97000 current ops/sec; est completion in 5 minutes [INSERT: Count=97000, Max=130431, Min=52736, Avg=73830.1, 90=98047, 99=130431, 99.9=130431, 99.99=130431] 
2025-04-30 21:39:34:276 8 sec: 754000 operations; 104000 current ops/sec; est completion in 5 minutes [INSERT: Count=104756, Max=138879, Min=47552, Avg=75401.85, 90=101183, 99=132223, 99.9=138879, 99.99=138879] 
2025-04-30 21:39:35:276 9 sec: 853000 operations; 99000 current ops/sec; est completion in 5 minutes [INSERT: Count=98244, Max=152703, Min=48352, Avg=83042.26, 90=124415, 99=152703, 99.9=152703, 99.99=152703] 
2025-04-30 21:39:36:276 10 sec: 954000 operations; 101000 current ops/sec; est completion in 5 minutes [INSERT: Count=101000, Max=110975, Min=51008, Avg=73014.02, 90=95167, 99=109759, 99.9=110975, 99.99=110975] 
2025-04-30 21:39:37:276 11 sec: 1056000 operations; 102000 current ops/sec; est completion in 5 minutes [INSERT: Count=102000, Max=110271, Min=48832, Avg=70246.43, 90=96383, 99=109311, 99.9=110271, 99.99=110271] 
2025-04-30 21:39:38:276 12 sec: 1149000 operations; 93000 current ops/sec; est completion in 5 minutes [INSERT: Count=93000, Max=137855, Min=47040, Avg=71843.1, 90=91775, 99=137855, 99.9=137855, 99.99=137855] 
2025-04-30 21:39:39:276 13 sec: 1252000 operations; 103000 current ops/sec; est completion in 4 minutes [INSERT: Count=103000, Max=177535, Min=49568, Avg=70989.83, 90=89599, 99=175487, 99.9=177535, 99.99=177535] 
2025-04-30 21:39:40:276 14 sec: 1355000 operations; 103000 current ops/sec; est completion in 4 minutes [INSERT: Count=103000, Max=110207, Min=44768, Avg=71401.94, 90=95999, 99=109759, 99.9=110207, 99.99=110207] 
