
/usr/bin/java -Xmx64G -XX:MaxDirectMemorySize=64G -classpath /root/YCSB/conf:/root/YCSB/core/target/core-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/rocksdb-binding-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/dependency/HdrHistogram-2.1.4.jar:/root/YCSB/rocksdb/target/dependency/animal-sniffer-annotations-1.19.jar:/root/YCSB/rocksdb/target/dependency/annotations-4.1.1.4.jar:/root/YCSB/rocksdb/target/dependency/checker-compat-qual-2.5.5.jar:/root/YCSB/rocksdb/target/dependency/error_prone_annotations-2.4.0.jar:/root/YCSB/rocksdb/target/dependency/failureaccess-1.0.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-api-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-context-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-core-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-netty-shaded-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-lite-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-stub-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/gson-2.8.6.jar:/root/YCSB/rocksdb/target/dependency/guava-30.0-android.jar:/root/YCSB/rocksdb/target/dependency/htrace-core4-4.1.0-incubating.jar:/root/YCSB/rocksdb/target/dependency/j2objc-annotations-1.3.jar:/root/YCSB/rocksdb/target/dependency/jcip-annotations-1.0.jar:/root/YCSB/rocksdb/target/dependency/jsr305-3.0.2.jar:/root/YCSB/rocksdb/target/dependency/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/root/YCSB/rocksdb/target/dependency/perfmark-api-0.23.0.jar:/root/YCSB/rocksdb/target/dependency/proto-google-common-protos-2.0.1.jar:/root/YCSB/rocksdb/target/dependency/protobuf-java-3.12.0.jar:/root/YCSB/rocksdb/target/dependency/rocksdbjni-6.14.0.jar:/root/YCSB/rocksdb/target/dependency/slf4j-api-1.7.25.jar:/root/YCSB/rocksdb/target/dependency/slf4j-simple-1.7.25.jar site.ycsb.Client -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadc -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=3 -p status.interval=1000 -p target=100000 -threads 4
Command line: -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadc -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=3 -p status.interval=1000 -p target=100000 -threads 4
threadcount: 4
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
[Thread-5] INFO site.ycsb.db.rocksdb.RocksDBClient - RocksDB data dir: null
2025-04-30 09:40:10:881 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2025-04-30 09:40:11:859 1 sec: 0 operations; est completion in 106751991167300 days 15 hours [INSERT: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] 
2025-04-30 09:40:12:859 2 sec: 148000 operations; 148000 current ops/sec; est completion in 6 minutes [INSERT: Count=148000, Max=629247, Min=60384, Avg=328422.16, 90=572415, 99=605183, 99.9=629247, 99.99=629247] 
2025-04-30 09:40:13:859 3 sec: 250000 operations; 102000 current ops/sec; est completion in 5 minutes [INSERT: Count=102000, Max=166015, Min=53408, Avg=92757.49, 90=129151, 99=161023, 99.9=166015, 99.99=166015] 
2025-04-30 09:40:14:859 4 sec: 350000 operations; 100000 current ops/sec; est completion in 5 minutes [INSERT: Count=100000, Max=132607, Min=55360, Avg=81943.52, 90=103871, 99=132223, 99.9=132607, 99.99=132607] 
2025-04-30 09:40:15:859 5 sec: 455000 operations; 105000 current ops/sec; est completion in 5 minutes [INSERT: Count=105000, Max=141567, Min=52800, Avg=77585.98, 90=110527, 99=132607, 99.9=141567, 99.99=141567] 
2025-04-30 09:40:16:859 6 sec: 553000 operations; 98000 current ops/sec; est completion in 5 minutes [INSERT: Count=98000, Max=130559, Min=44224, Avg=72484.57, 90=105087, 99=130559, 99.9=130559, 99.99=130559] 
2025-04-30 09:40:17:858 7 sec: 649000 operations; 96000 current ops/sec; est completion in 5 minutes [INSERT: Count=96000, Max=133631, Min=51648, Avg=76179.67, 90=107327, 99=133631, 99.9=133631, 99.99=133631] 
2025-04-30 09:40:18:859 8 sec: 751000 operations; 102000 current ops/sec; est completion in 5 minutes [INSERT: Count=102000, Max=175615, Min=49600, Avg=87791.06, 90=135935, 99=169727, 99.9=175615, 99.99=175615] 
2025-04-30 09:40:19:859 9 sec: 853000 operations; 102000 current ops/sec; est completion in 5 minutes [INSERT: Count=102000, Max=197887, Min=50208, Avg=85934.9, 90=111359, 99=190463, 99.9=197887, 99.99=197887] 
2025-04-30 09:40:20:858 10 sec: 952000 operations; 99000 current ops/sec; est completion in 5 minutes [INSERT: Count=99000, Max=131711, Min=50976, Avg=71682.1, 90=105663, 99=131711, 99.9=131711, 99.99=131711] 
2025-04-30 09:40:21:859 11 sec: 1053000 operations; 101000 current ops/sec; est completion in 5 minutes [INSERT: Count=101000, Max=108095, Min=48160, Avg=69356.2, 90=91903, 99=103039, 99.9=108095, 99.99=108095] 
2025-04-30 09:40:22:858 12 sec: 1154000 operations; 101000 current ops/sec; est completion in 5 minutes [INSERT: Count=101000, Max=115519, Min=45472, Avg=69589.86, 90=98111, 99=115199, 99.9=115519, 99.99=115519] 
2025-04-30 09:40:23:859 13 sec: 1252000 operations; 98000 current ops/sec; est completion in 4 minutes [INSERT: Count=98000, Max=101951, Min=49344, Avg=66790.69, 90=85695, 99=101951, 99.9=101951, 99.99=101951] 
2025-04-30 09:40:24:859 14 sec: 1353000 operations; 101000 current ops/sec; est completion in 4 minutes [INSERT: Count=101000, Max=142463, Min=47040, Avg=72105.82, 90=100671, 99=135679, 99.9=142463, 99.99=142463] 
