/usr/bin/java -Xmx64G -XX:MaxDirectMemorySize=64G -classpath /root/YCSB/conf:/root/YCSB/core/target/core-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/rocksdb-binding-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/dependency/HdrHistogram-2.1.4.jar:/root/YCSB/rocksdb/target/dependency/animal-sniffer-annotations-1.19.jar:/root/YCSB/rocksdb/target/dependency/annotations-4.1.1.4.jar:/root/YCSB/rocksdb/target/dependency/checker-compat-qual-2.5.5.jar:/root/YCSB/rocksdb/target/dependency/error_prone_annotations-2.4.0.jar:/root/YCSB/rocksdb/target/dependency/failureaccess-1.0.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-api-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-context-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-core-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-netty-shaded-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-lite-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-stub-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/gson-2.8.6.jar:/root/YCSB/rocksdb/target/dependency/guava-30.0-android.jar:/root/YCSB/rocksdb/target/dependency/htrace-core4-4.1.0-incubating.jar:/root/YCSB/rocksdb/target/dependency/j2objc-annotations-1.3.jar:/root/YCSB/rocksdb/target/dependency/jcip-annotations-1.0.jar:/root/YCSB/rocksdb/target/dependency/jsr305-3.0.2.jar:/root/YCSB/rocksdb/target/dependency/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/root/YCSB/rocksdb/target/dependency/perfmark-api-0.23.0.jar:/root/YCSB/rocksdb/target/dependency/proto-google-common-protos-2.0.1.jar:/root/YCSB/rocksdb/target/dependency/protobuf-java-3.12.0.jar:/root/YCSB/rocksdb/target/dependency/rocksdbjni-6.14.0.jar:/root/YCSB/rocksdb/target/dependency/slf4j-api-1.7.25.jar:/root/YCSB/rocksdb/target/dependency/slf4j-simple-1.7.25.jar site.ycsb.Client -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadc -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=2 -p status.interval=10000 -p target=120000 -threads 32
Command line: -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloadc -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=2 -p status.interval=10000 -p target=120000 -threads 32
threadcount: 32
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
[Thread-2] INFO site.ycsb.db.rocksdb.RocksDBClient - RocksDB data dir: null
2025-08-18 10:34:29:729 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2025-08-18 10:34:39:705 10 sec: 133611 operations; 13359.76 current ops/sec; est completion in 2 hours 4 minutes [INSERT: Count=133639, Max=475647, Min=530, Avg=2288.33, 90=2835, 99=4175, 99.9=16847, 99.99=475647] 
2025-08-18 10:34:49:705 20 sec: 290516 operations; 15692.07 current ops/sec; est completion in 1 hour 54 minutes [INSERT: Count=156882, Max=11895, Min=543, Avg=2021.79, 90=2699, 99=3787, 99.9=5819, 99.99=10711] 
2025-08-18 10:34:59:705 30 sec: 447696 operations; 15718 current ops/sec; est completion in 1 hour 51 minutes [INSERT: Count=157176, Max=11055, Min=568, Avg=2027.12, 90=2697, 99=3815, 99.9=6427, 99.99=8423] 
2025-08-18 10:35:09:705 40 sec: 602350 operations; 15465.4 current ops/sec; est completion in 1 hour 50 minutes [INSERT: Count=154655, Max=9559, Min=564, Avg=2061.4, 90=2721, 99=3777, 99.9=6107, 99.99=8067] 
2025-08-18 10:35:19:705 50 sec: 758881 operations; 15653.1 current ops/sec; est completion in 1 hour 48 minutes [INSERT: Count=156532, Max=10991, Min=541, Avg=2037.84, 90=2707, 99=3771, 99.9=6051, 99.99=8151] 
2025-08-18 10:35:29:704 60 sec: 915921 operations; 15704 current ops/sec; est completion in 1 hour 48 minutes [INSERT: Count=157038, Max=9039, Min=539, Avg=2030.77, 90=2707, 99=3801, 99.9=6171, 99.99=7915] 
2025-08-18 10:35:39:705 70 sec: 1067099 operations; 15117.8 current ops/sec; est completion in 1 hour 48 minutes [INSERT: Count=151178, Max=9407, Min=548, Avg=2109.42, 90=2777, 99=3783, 99.9=5803, 99.99=7523] 
2025-08-18 10:35:49:704 80 sec: 1226096 operations; 15899.7 current ops/sec; est completion in 1 hour 47 minutes [INSERT: Count=159000, Max=9551, Min=552, Avg=2007.08, 90=2689, 99=3751, 99.9=5539, 99.99=7803] 
2025-08-18 10:35:59:704 90 sec: 1378237 operations; 15214.1 current ops/sec; est completion in 1 hour 47 minutes [INSERT: Count=152138, Max=9167, Min=536, Avg=2098.09, 90=2749, 99=3665, 99.9=4863, 99.99=7139] 
2025-08-18 10:36:09:704 100 sec: 1536479 operations; 15824.2 current ops/sec; est completion in 1 hour 46 minutes [INSERT: Count=158241, Max=9727, Min=534, Avg=2016.91, 90=2691, 99=3703, 99.9=5215, 99.99=7655] 
2025-08-18 10:36:19:704 110 sec: 1690340 operations; 15386.1 current ops/sec; est completion in 1 hour 46 minutes [INSERT: Count=153863, Max=9847, Min=511, Avg=2074.57, 90=2731, 99=3675, 99.9=4943, 99.99=8271] 
2025-08-18 10:36:29:704 120 sec: 1847848 operations; 15750.8 current ops/sec; est completion in 1 hour 46 minutes [INSERT: Count=157508, Max=10527, Min=549, Avg=2026.4, 90=2695, 99=3695, 99.9=4995, 99.99=7683] 
2025-08-18 10:36:39:704 130 sec: 2005888 operations; 15804 current ops/sec; est completion in 1 hour 45 minutes [INSERT: Count=158041, Max=9487, Min=563, Avg=2019.6, 90=2693, 99=3715, 99.9=5291, 99.99=7751] 
2025-08-18 10:36:49:705 140 sec: 2165006 operations; 15911.8 current ops/sec; est completion in 1 hour 45 minutes [INSERT: Count=159115, Max=10591, Min=470, Avg=2005.78, 90=2673, 99=3683, 99.9=5179, 99.99=7767] 
2025-08-18 10:36:59:704 150 sec: 2323467 operations; 15846.1 current ops/sec; est completion in 1 hour 45 minutes [INSERT: Count=158462, Max=9903, Min=540, Avg=2012.29, 90=2691, 99=3739, 99.9=5463, 99.99=8351] 
2025-08-18 10:37:09:704 160 sec: 2482355 operations; 15888.8 current ops/sec; est completion in 1 hour 44 minutes [INSERT: Count=158887, Max=8767, Min=563, Avg=2008.61, 90=2683, 99=3719, 99.9=5139, 99.99=7351] 
2025-08-18 10:37:19:704 170 sec: 2641132 operations; 15877.7 current ops/sec; est completion in 1 hour 44 minutes [INSERT: Count=158782, Max=8567, Min=526, Avg=2010.22, 90=2685, 99=3669, 99.9=4907, 99.99=6315] 
2025-08-18 10:37:29:704 180 sec: 2800860 operations; 15972.8 current ops/sec; est completion in 1 hour 44 minutes [INSERT: Count=159723, Max=8487, Min=550, Avg=1998.16, 90=2671, 99=3699, 99.9=4975, 99.99=6867] 
2025-08-18 10:37:39:704 190 sec: 2958227 operations; 15736.7 current ops/sec; est completion in 1 hour 43 minutes [INSERT: Count=157367, Max=9263, Min=546, Avg=2028.25, 90=2701, 99=3697, 99.9=4919, 99.99=7319] 
2025-08-18 10:37:49:704 200 sec: 3114103 operations; 15587.6 current ops/sec; est completion in 1 hour 43 minutes [INSERT: Count=155878, Max=15239, Min=549, Avg=2047.83, 90=2707, 99=3671, 99.9=5051, 99.99=8687] 
2025-08-18 10:37:59:704 210 sec: 3272565 operations; 15846.2 current ops/sec; est completion in 1 hour 43 minutes [INSERT: Count=158465, Max=9159, Min=570, Avg=2014.19, 90=2685, 99=3671, 99.9=4855, 99.99=7139] 
